decision_id,run_id,run_month,run_date,customer_id,model_version,p_new_season,p_performance,p_suppression,recommended_campaign,predicted_conversion,estimated_uplift,estimated_net_value,priority_score,recommend_followup,tenure_months,recency_days,historical_spend,purchase_frequency,digital_engagement,email_engagement,prior_campaign_response,category_affinity,performance_affinity,lifestyle_affinity,days_since_visit,followup_eligible,primary_channel,loyalty_tier,customer_type,region,state,market_type,segment,actual_campaign,execution_class,followup_completed,converted,gross_revenue,campaign_cost,incremental_conversion_prob,net_incremental_revenue,missed_value,wasted_spend
RUN-202504-AT-100048,RUN-202504,2025-04,2025-04-01,AT-100048,v1.0,0.04691147565746105,0.08201426664163869,0.04849723020611805,Performance Collection,0.08201426664163869,0.03351703643552064,1.2222245634791993,0.679247519658125,False,88,232,220.48,0,0.241,0.258,0.123,0.51,0.407,0.559,21,False,Direct,Insider,New,Midwest,MI,Suburban,New Customer,Performance Collection,Adopted,False,0,0.0,0.4,0.0118,0.17,0.0,0.26
RUN-202504-AT-101815,RUN-202504,2025-04,2025-04-01,AT-101815,v1.0,0.09438089095029785,0.19113802659813003,0.06001899577241241,Performance Collection,0.19113802659813003,0.13111903082571763,5.9461610919647345,0.99,False,55,199,62.17,6,0.604,0.681,0.472,0.798,0.566,0.272,79,False,Direct,Insider,Returning,Midwest,OH,Urban,Returning Buyer,Performance Collection,Adopted,False,0,0.0,0.4,0.0607,2.54,0.0,0.26
RUN-202504-AT-100884,RUN-202504,2025-04,2025-04-01,AT-100884,v1.0,0.0554813671846479,0.09346258079478699,0.15046405516836345,Suppression,0.15046405516836345,0.0,0.0,0.21990718896632733,False,58,44,415.38,2,0.408,0.561,0.394,0.638,0.428,0.313,41,False,Organic,Explorer,Returning,California,CA,Urban,High-Value,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202504-AT-100224,RUN-202504,2025-04,2025-04-01,AT-100224,v1.0,0.03985405737715322,0.044487769703673366,0.08088109453063017,Suppression,0.08088109453063017,0.0,0.0,0.23382378109387397,False,53,100,608.14,1,0.365,0.342,0.092,0.712,0.101,0.282,58,True,Paid Social,Insider,Returning,California,CA,Suburban,High-Value,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202504-AT-100716,RUN-202504,2025-04,2025-04-01,AT-100716,v1.0,0.09508523578096804,0.24752570652292552,0.030588661713481582,Performance Collection,0.24752570652292552,0.21693704480944392,10.099752968777086,0.99,False,94,78,250.1,10,0.435,0.452,0.292,0.867,0.15,0.604,62,False,Direct,Insider,Returning,Midwest,MI,Urban,Returning Buyer,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,10.099752968777086,0.0
RUN-202504-AT-102161,RUN-202504,2025-04,2025-04-01,AT-102161,v1.0,0.05988349026614507,0.05203535794804031,0.11086596067065184,Suppression,0.11086596067065184,0.0,0.0,0.22782680786586967,False,12,48,142.51,3,0.676,0.508,0.204,0.639,0.338,0.253,60,False,Direct,Member,Returning,California,CA,Urban,Returning Buyer,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202504-AT-102358,RUN-202504,2025-04,2025-04-01,AT-102358,v1.0,0.05017794073339313,0.056064290961075305,0.06365122552662421,Suppression,0.06365122552662421,0.0,0.0,0.23726975489467517,False,65,121,155.32,6,0.398,0.269,0.373,0.529,0.469,0.155,66,True,Direct,Member,Returning,Southeast,GA,Urban,At-Risk,Re-Engagement,Suppression rejected,False,0,0.0,0.34,0.0,-0.34,0.0,0.22100000000000003
RUN-202504-AT-100680,RUN-202504,2025-04,2025-04-01,AT-100680,v1.0,0.06291450653340035,0.033041811470114646,0.025469854705916475,New Season Edit,0.06291450653340035,0.03744465182748387,1.4523211484502194,0.7221732720423819,False,41,153,104.17,0,0.1,0.138,0.306,0.64,0.137,0.255,12,False,Direct,Explorer,Returning,Pacific Northwest,ID,Urban,At-Risk,Performance Collection,Modified,False,0,0.0,0.4,0.0096,0.06,1.3923211484502194,0.26
RUN-202504-AT-100847,RUN-202504,2025-04,2025-04-01,AT-100847,v1.0,0.09448610338171175,0.15519529059042514,0.009428761182616707,Performance Collection,0.15519529059042514,0.14576652940780843,6.65510002333793,0.99,False,45,208,76.84,6,0.451,0.566,0.641,0.917,0.393,0.798,34,False,Direct,Founders,New,Midwest,MI,Rural,New Customer,Performance Collection,Adopted,False,0,0.0,0.4,0.0912,4.01,0.0,0.26
RUN-202504-AT-100929,RUN-202504,2025-04,2025-04-01,AT-100929,v1.0,0.07692461487825147,0.07625636034759023,0.04167463016219617,New Season Edit,0.07692461487825147,0.0352499847160553,1.3460992602570767,0.6993048407412962,False,38,156,113.42,4,0.285,0.538,0.594,0.414,0.573,0.235,84,False,Organic,Member,Returning,Northeast,NY,Urban,Returning Buyer,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,1.3460992602570767,0.0
RUN-202504-AT-100394,RUN-202504,2025-04,2025-04-01,AT-100394,v1.0,0.09198153042330784,0.09432748271661341,0.009897559801272856,Performance Collection,0.09432748271661341,0.08442992291534056,3.6864082691024835,0.99,False,4,128,140.1,16,0.557,0.394,0.082,0.519,0.869,0.511,19,False,Retail Partner,Member,Returning,Pacific Northwest,WA,Rural,Performance Affinity,Performance Collection,Adopted,False,0,0.0,0.4,0.1129,5.06,0.0,0.26
RUN-202504-AT-100396,RUN-202504,2025-04,2025-04-01,AT-100396,v1.0,0.0917369892464309,0.031378474407137535,0.02685215916926925,New Season Edit,0.0917369892464309,0.06488483007716164,2.7804257757346234,0.99,False,6,198,474.57,12,0.665,0.357,0.755,0.747,0.735,0.465,70,False,Organic,Explorer,Returning,Northeast,PA,Suburban,High-Value,Member Access,Modified,False,0,0.0,0.44,0.0509,2.03,0.7504257757346235,0.28600000000000003
RUN-202504-AT-101112,RUN-202504,2025-04,2025-04-01,AT-101112,v1.0,0.06695333123966199,0.13073237503821752,0.026101770926308967,Performance Collection,0.13073237503821752,0.10463060411190855,4.664121239016375,0.99,False,11,39,161.97,11,0.704,0.352,0.714,0.435,0.407,0.228,74,False,Paid Social,Explorer,Returning,Midwest,OH,Rural,Returning Buyer,Performance Collection,Modified,False,0,0.0,0.4,0.085,3.71,0.9541212390163754,0.26
RUN-202504-AT-100591,RUN-202504,2025-04,2025-04-01,AT-100591,v1.0,0.04104082610885855,0.21174912558426529,0.024415418095811874,Performance Collection,0.21174912558426529,0.1873337074884534,8.666951442441144,0.99,False,22,8,379.89,8,0.796,0.336,0.182,0.219,0.543,0.679,88,False,Organic,Member,New,Southwest,NM,Rural,New Customer,Performance Collection,Adopted,False,0,0.0,0.4,0.1087,4.86,0.0,0.26
RUN-202504-AT-100754,RUN-202504,2025-04,2025-04-01,AT-100754,v1.0,0.1124903307365543,0.15803931159457407,0.0554759353947765,Performance Collection,0.15803931159457407,0.10256337619979758,4.564067408070204,0.99,False,18,165,438.81,17,0.866,0.68,0.381,0.76,0.602,0.522,46,False,Paid Social,Insider,Returning,Midwest,IL,Urban,High-Value,Performance Collection,Modified,False,1,84.07,0.4,0.0635,2.67,1.894067408070204,0.0
RUN-202504-AT-100125,RUN-202504,2025-04,2025-04-01,AT-100125,v1.0,0.06367457296836963,0.17335891643307672,0.13647366820688403,Performance Collection,0.17335891643307672,0.036885248226192685,1.3852460141477263,0.7143442865169278,False,93,14,132.93,0,0.733,0.553,0.193,0.233,0.415,0.803,23,False,Organic,Explorer,Returning,Southwest,AZ,Urban,Lifestyle Affinity,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,1.3852460141477263,0.0
RUN-202504-AT-101682,RUN-202504,2025-04,2025-04-01,AT-101682,v1.0,0.06316605288604528,0.016782393901157357,0.027009392563465413,New Season Edit,0.06316605288604528,0.036156660322579866,1.3899823596128658,0.7087524005612822,True,1,172,33.16,12,0.727,0.194,0.308,0.393,0.828,0.577,65,True,Retail Partner,Member,Returning,Northeast,MA,Suburban,At-Risk,New Season Edit,Adopted,False,0,0.0,0.36,0.0518,2.15,0.0,0.23399999999999999
RUN-202504-AT-101389,RUN-202504,2025-04,2025-04-01,AT-101389,v1.0,0.14941250183403512,0.07747685102537223,0.006172188084644584,New Season Edit,0.14941250183403512,0.14324031374939053,6.572831185470503,0.99,False,20,208,144.13,14,0.38,0.353,0.155,0.789,0.313,0.977,2,False,Paid Social,Member,Returning,Pacific Northwest,ID,Suburban,Lifestyle Affinity,New Season Edit,Adopted,False,0,0.0,0.36,0.1033,4.64,0.0,0.23399999999999999
RUN-202504-AT-100313,RUN-202504,2025-04,2025-04-01,AT-100313,v1.0,0.05977130470004034,0.07951146636023979,0.08521903356098456,Suppression,0.08521903356098456,0.0,0.0,0.2329561932878031,False,12,16,190.2,5,0.187,0.501,0.281,0.127,0.69,0.434,70,False,Retail Partner,Member,Returning,Mountain West,MT,Urban,Performance Affinity,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202504-AT-101907,RUN-202504,2025-04,2025-04-01,AT-101907,v1.0,0.1976490218092449,0.16123952732853564,0.0781202767863061,New Season Edit,0.1976490218092449,0.1195287450229388,5.425191259110239,0.99,False,53,14,327.13,3,0.742,0.416,0.687,0.467,0.83,0.355,64,False,Paid Social,Member,New,Pacific Northwest,WA,Urban,New Customer,New Season Edit,Adopted,False,0,0.0,0.36,0.0343,1.3,0.0,0.23399999999999999
RUN-202504-AT-101526,RUN-202504,2025-04,2025-04-01,AT-101526,v1.0,0.05728133260760566,0.113621652947292,0.062021544163319266,Performance Collection,0.113621652947292,0.05160010878397273,2.0974452651442803,0.8676731335289959,False,61,42,317.59,16,0.418,0.669,0.549,0.436,0.41,0.904,10,False,Retail Partner,Founders,Returning,Mountain West,MT,Suburban,Lifestyle Affinity,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,2.0974452651442803,0.0
RUN-202504-AT-101258,RUN-202504,2025-04,2025-04-01,AT-101258,v1.0,0.231673921147897,0.2194852092812051,0.013864142194195779,New Season Edit,0.231673921147897,0.21780977895370124,10.181993301359139,0.99,False,64,63,103.63,5,0.352,0.589,0.65,0.86,0.527,0.489,64,False,Retail Partner,Member,Returning,Midwest,MN,Rural,Returning Buyer,New Season Edit,Adopted,False,0,0.0,0.36,0.1109,5.01,0.0,0.23399999999999999
RUN-202504-AT-101972,RUN-202504,2025-04,2025-04-01,AT-101972,v1.0,0.07152266208269,0.052022417812103754,0.015947554409741646,New Season Edit,0.07152266208269,0.05557510767294835,2.3298352113706997,0.9110926219521217,False,59,84,214.27,17,0.523,0.032,0.731,0.705,0.61,0.683,0,False,Organic,Explorer,Returning,Northeast,PA,Suburban,Lifestyle Affinity,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,2.3298352113706997,0.0
RUN-202504-AT-101512,RUN-202504,2025-04,2025-04-01,AT-101512,v1.0,0.07060187276121195,0.22971764802909095,0.011173408927229601,Performance Collection,0.22971764802909095,0.21854423910186135,10.177541172530091,0.99,False,37,146,218.18,10,0.545,0.509,0.183,0.777,0.556,0.56,83,False,Retail Partner,Insider,New,Midwest,MI,Rural,New Customer,Performance Collection,Adopted,False,1,80.29,0.4,0.098,4.34,0.0,0.0
RUN-202504-AT-102347,RUN-202504,2025-04,2025-04-01,AT-102347,v1.0,0.19915190611540468,0.0901264849014478,0.012222627709225753,New Season Edit,0.19915190611540468,0.18692927840617893,8.687377074859059,0.99,False,43,139,113.28,11,0.468,0.602,0.191,0.828,0.387,0.7,75,False,Paid Social,Member,Returning,Northeast,MA,Suburban,Lifestyle Affinity,New Season Edit,Adopted,False,0,0.0,0.36,0.1069,4.81,0.0,0.23399999999999999
RUN-202504-AT-100632,RUN-202504,2025-04,2025-04-01,AT-100632,v1.0,0.13764751997851524,0.07204137731735313,0.035426093779974445,New Season Edit,0.13764751997851524,0.1022214261985408,4.587517028009375,0.99,True,27,209,68.82,6,0.513,0.463,0.61,0.576,0.707,0.553,26,True,Paid Social,Explorer,Returning,Pacific Northwest,OR,Urban,Performance Affinity,New Season Edit,Adopted,False,1,85.83,0.36,0.0589,2.49,0.0,0.0
RUN-202504-AT-101083,RUN-202504,2025-04,2025-04-01,AT-101083,v1.0,0.1340734742973968,0.04894932296416621,0.056917993833071154,New Season Edit,0.1340734742973968,0.07715548046432565,3.374325254473361,0.99,False,55,80,318.69,10,0.467,0.632,0.527,0.327,0.415,0.631,68,False,Retail Partner,Member,Returning,Northeast,NY,Suburban,Returning Buyer,New Season Edit,Adopted,False,0,0.0,0.36,0.0609,2.59,0.0,0.23399999999999999
RUN-202504-AT-101914,RUN-202504,2025-04,2025-04-01,AT-101914,v1.0,0.1301174881133792,0.10595177891657938,0.24818747879838932,Suppression,0.24818747879838932,0.0,0.0,0.20036250424032215,False,42,56,159.63,0,0.355,0.949,0.374,0.278,0.656,0.491,1,False,Paid Social,Member,Returning,California,CA,Urban,Performance Affinity,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202504-AT-100755,RUN-202504,2025-04,2025-04-01,AT-100755,v1.0,0.03909552219835575,0.04571246998225466,0.28969334539248215,Suppression,0.28969334539248215,0.0,0.0,0.19206133092150357,False,53,162,262.55,12,0.928,0.57,0.31,0.302,0.512,0.253,65,False,Retail Partner,Member,Returning,California,CA,Urban,Returning Buyer,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202504-AT-102132,RUN-202504,2025-04,2025-04-01,AT-102132,v1.0,0.12305170154047669,0.08580620942983339,0.02027266829203537,New Season Edit,0.12305170154047669,0.10277903324844131,4.614505209224561,0.99,False,94,115,45.59,2,0.336,0.239,0.473,0.631,0.512,0.906,40,False,Paid Social,Member,Returning,Southeast,NC,Suburban,Lifestyle Affinity,New Season Edit,Adopted,False,1,88.1,0.36,0.0902,4.01,0.0,0.0
RUN-202504-AT-100871,RUN-202504,2025-04,2025-04-01,AT-100871,v1.0,0.10080558257996355,0.046898818880695865,0.023645236726346778,New Season Edit,0.10080558257996355,0.07716034585361678,3.374560739315052,0.99,True,26,69,117.33,3,0.246,0.323,0.198,0.447,0.493,0.605,16,True,Retail Partner,Member,Returning,Pacific Northwest,WA,Suburban,Returning Buyer,Performance Collection,Modified,True,0,0.0,0.85,0.0756,2.81,0.564560739315052,0.5525
RUN-202504-AT-101219,RUN-202504,2025-04,2025-04-01,AT-101219,v1.0,0.07608119812368243,0.10816448279424194,0.014572016570581518,Performance Collection,0.10816448279424194,0.09359246622366042,4.129875365225166,0.99,False,75,213,73.01,11,0.699,0.425,0.339,0.429,0.318,0.765,43,False,Retail Partner,Explorer,Returning,Pacific Northwest,WA,Rural,Lifestyle Affinity,Performance Collection,Adopted,False,0,0.0,0.4,0.0801,3.48,0.0,0.26
RUN-202504-AT-101256,RUN-202504,2025-04,2025-04-01,AT-101256,v1.0,0.05288697528217349,0.03577388238689062,0.06277700228171199,Suppression,0.06277700228171199,0.0,0.0,0.2374445995436576,False,57,203,178.74,7,0.407,0.585,0.226,0.553,0.584,0.363,58,True,Direct,Founders,Returning,Northeast,NY,Urban,Returning Buyer,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202504-AT-100748,RUN-202504,2025-04,2025-04-01,AT-100748,v1.0,0.08192176986739223,0.08138113332108496,0.03180905029927327,New Season Edit,0.08192176986739223,0.05011271956811896,2.0654556270969575,0.8541745378997995,False,71,8,64.76,4,0.542,0.178,0.879,0.176,0.747,0.301,81,False,Paid Social,Explorer,Returning,Northeast,NJ,Rural,Performance Affinity,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,2.0654556270969575,0.0
RUN-202504-AT-102248,RUN-202504,2025-04,2025-04-01,AT-102248,v1.0,0.11681972686437031,0.27036936565974307,0.030419711886248927,Performance Collection,0.27036936565974307,0.23994965377349414,11.213563242637118,0.99,False,46,141,85.12,14,0.554,0.739,0.3,0.742,0.258,0.759,51,False,Paid Social,Explorer,New,Mountain West,MT,Urban,New Customer,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,11.213563242637118,0.0
RUN-202504-AT-100904,RUN-202504,2025-04,2025-04-01,AT-100904,v1.0,0.14604443483886934,0.07879261478318374,0.02159748137560951,New Season Edit,0.14604443483886934,0.12444695346325982,5.663232547621776,0.99,False,46,153,389.32,14,0.632,0.391,0.501,0.729,0.722,0.953,60,False,Paid Social,Member,Returning,Southeast,GA,Suburban,High-Value,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,5.663232547621776,0.0
RUN-202504-AT-102336,RUN-202504,2025-04,2025-04-01,AT-102336,v1.0,0.02661433160793453,0.038286518931959654,0.03885691476150032,Suppression,0.03885691476150032,0.0,0.0,0.24222861704769993,False,13,23,112.95,2,0.683,0.255,0.26,0.397,0.233,0.6,13,False,Direct,Insider,Returning,Southeast,GA,Suburban,Returning Buyer,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202504-AT-100129,RUN-202504,2025-04,2025-04-01,AT-100129,v1.0,0.06904617286672203,0.12852408629240994,0.038420529704859985,Performance Collection,0.12852408629240994,0.09010355658754995,3.961012138837418,0.99,False,11,196,82.87,11,0.882,0.716,0.027,0.595,0.352,0.566,26,False,Organic,Member,Returning,Midwest,IL,Suburban,Returning Buyer,Performance Collection,Adopted,False,1,98.32,0.4,0.0745,3.21,0.0,0.0
RUN-202504-AT-101650,RUN-202504,2025-04,2025-04-01,AT-101650,v1.0,0.1156316363242297,0.11633332669010597,0.03209857573363306,New Season Edit,0.1156316363242297,0.08353306059059663,3.683000132584877,0.99,False,3,145,380.61,5,0.908,0.739,0.601,0.656,0.661,0.879,35,False,Organic,Member,Returning,California,CA,Rural,High-Value,Performance Collection,Modified,False,0,0.0,0.4,0.0872,3.82,0.0,0.26
RUN-202504-AT-101964,RUN-202504,2025-04,2025-04-01,AT-101964,v1.0,0.04169576540939567,0.03877150952297773,0.01656341916343703,New Season Edit,0.04169576540939567,0.025132346245958642,0.8564055583043986,0.593879047882889,False,31,191,266.66,12,0.458,0.182,0.135,0.598,0.265,0.398,24,False,Organic,Member,New,Northeast,NJ,Suburban,New Customer,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,0.8564055583043986,0.0
RUN-202504-AT-100475,RUN-202504,2025-04,2025-04-01,AT-100475,v1.0,0.07000221342071451,0.15512318303434505,0.04818335809677006,Performance Collection,0.15512318303434505,0.10693982493757499,4.7758875269786305,0.99,True,18,144,92.23,16,0.427,0.542,0.222,0.389,0.759,0.397,64,True,Paid Social,Member,Returning,Mountain West,CO,Urban,Performance Affinity,Performance Collection,Adopted,True,0,0.0,0.85,0.1151,4.72,0.0,0.5525
RUN-202504-AT-100708,RUN-202504,2025-04,2025-04-01,AT-100708,v1.0,0.2760053459278638,0.07314350710360942,0.1307302257118191,New Season Edit,0.2760053459278638,0.1452751202160447,6.671315818456565,0.99,True,40,175,652.65,8,0.949,0.828,0.399,0.675,0.513,0.734,14,True,Paid Social,Member,Returning,Southwest,NM,Urban,High-Value,New Season Edit,Adopted,True,0,0.0,0.81,0.041,1.17,0.0,0.5265000000000001
RUN-202504-AT-100086,RUN-202504,2025-04,2025-04-01,AT-100086,v1.0,0.07607424498314051,0.04752168332553098,0.03478177534055493,New Season Edit,0.07607424498314051,0.04129246964258558,1.6385555307011421,0.7622675336757417,True,72,129,344.96,8,0.652,0.242,0.473,0.712,0.479,0.378,66,True,Direct,Insider,Returning,Northeast,NJ,Suburban,High-Value,New Season Edit,Adopted,False,0,0.0,0.36,0.0632,2.7,0.0,0.23399999999999999
RUN-202504-AT-100907,RUN-202504,2025-04,2025-04-01,AT-100907,v1.0,0.1128296991491933,0.17186823685375338,0.019888172909309516,Performance Collection,0.17186823685375338,0.15198006394444386,6.955835094911083,0.99,False,42,11,294.07,4,0.171,0.402,0.092,0.716,0.819,0.694,48,False,Retail Partner,Insider,New,Pacific Northwest,OR,Urban,New Customer,Performance Collection,Adopted,False,1,85.83,0.4,0.0955,4.22,0.0,0.0
RUN-202504-AT-101038,RUN-202504,2025-04,2025-04-01,AT-101038,v1.0,0.07059237573211843,0.1783394788287508,0.06076747567904366,Performance Collection,0.1783394788287508,0.11757200314970714,5.290484952445827,0.99,False,50,159,115.52,14,0.427,0.649,0.395,0.488,0.541,0.513,0,False,Organic,Member,Returning,Southwest,NV,Urban,Returning Buyer,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,5.290484952445827,0.0
RUN-202504-AT-102089,RUN-202504,2025-04,2025-04-01,AT-102089,v1.0,0.08063485693610453,0.050389642112319936,0.07764284292347305,Suppression,0.07764284292347305,0.0,0.0,0.2344714314153054,False,68,163,167.95,2,0.924,0.248,0.616,0.705,0.279,0.265,77,False,Paid Social,Explorer,Returning,Southwest,NV,Suburban,At-Risk,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202504-AT-101183,RUN-202504,2025-04,2025-04-01,AT-101183,v1.0,0.04169056691813578,0.1984277017466611,0.14307763338317575,Performance Collection,0.1984277017466611,0.055350068363485355,2.278943308792692,0.9067477123475174,False,83,77,141.71,15,0.771,0.711,0.456,0.386,0.412,0.727,15,False,Organic,Explorer,Returning,California,CA,Suburban,Lifestyle Affinity,Suppression,Ignored,False,1,99.98,0.0,0.0,0.0,2.278943308792692,0.0
RUN-202504-AT-102273,RUN-202504,2025-04,2025-04-01,AT-102273,v1.0,0.0897754909799353,0.07501185382077268,0.09968555802264781,Suppression,0.09968555802264781,0.0,0.0,0.23006288839547046,False,39,100,161.31,12,0.893,0.678,0.685,0.314,0.197,0.375,47,False,Paid Social,Explorer,New,Northeast,NY,Urban,New Customer,Member Access,Suppression rejected,False,0,0.0,0.44,0.0,-0.44,0.0,0.28600000000000003
RUN-202504-AT-101020,RUN-202504,2025-04,2025-04-01,AT-101020,v1.0,0.04561357203047016,0.0841525365818548,0.00643773026630991,Performance Collection,0.0841525365818548,0.0777148063155449,3.3613966256723735,0.99,False,10,25,107.68,11,0.36,0.116,0.816,0.756,0.174,0.212,83,False,Paid Social,Explorer,Returning,Southeast,TN,Rural,Returning Buyer,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,3.3613966256723735,0.0
RUN-202504-AT-102092,RUN-202504,2025-04,2025-04-01,AT-102092,v1.0,0.03913986061668276,0.16943400901281597,0.04950707771123187,Performance Collection,0.16943400901281597,0.1199269313015841,5.404463474996672,0.99,False,32,103,138.29,7,0.852,0.579,0.604,0.171,0.145,0.474,7,False,Direct,Insider,New,Midwest,IL,Rural,New Customer,Performance Collection,Adopted,False,0,0.0,0.4,0.0715,3.06,0.0,0.26
RUN-202504-AT-100075,RUN-202504,2025-04,2025-04-01,AT-100075,v1.0,0.02188281263286016,0.07295255469278449,0.1214620230978558,Suppression,0.1214620230978558,0.0,0.0,0.22570759538042884,False,17,77,120.33,7,0.945,0.441,0.105,0.43,0.143,0.404,8,False,Paid Social,Insider,New,California,CA,Urban,New Customer,New Season Edit,Suppression rejected,False,0,0.0,0.36,0.0,-0.36,0.0,0.23399999999999999
RUN-202504-AT-101596,RUN-202504,2025-04,2025-04-01,AT-101596,v1.0,0.0626293720695415,0.07578675042560025,0.07055265430181991,Suppression,0.07055265430181991,0.0,0.0,0.23588946913963604,False,24,208,271.9,12,0.479,0.611,0.485,0.707,0.018,0.342,47,False,Paid Social,Member,New,California,CA,Urban,New Customer,Suppression,Suppression adopted,False,0,0.0,0.0,0.0,0.0,0.0,0.0
RUN-202504-AT-101441,RUN-202504,2025-04,2025-04-01,AT-101441,v1.0,0.08807795970575946,0.04325983191819156,0.02015473160666461,New Season Edit,0.08807795970575946,0.06792322809909485,2.9274842399961902,0.99,False,24,10,131.29,0,0.585,0.169,0.433,0.856,0.692,0.602,9,False,Direct,Founders,Returning,Pacific Northwest,ID,Suburban,Performance Affinity,New Season Edit,Adopted,False,0,0.0,0.36,0.0969,4.33,0.0,0.23399999999999999
RUN-202504-AT-101706,RUN-202504,2025-04,2025-04-01,AT-101706,v1.0,0.16829021235855707,0.08301531237476616,0.025562492490357386,New Season Edit,0.16829021235855707,0.14272771986819968,6.548021641620866,0.99,False,89,204,218.5,12,0.566,0.495,0.247,0.866,0.27,0.548,0,False,Retail Partner,Member,Returning,Pacific Northwest,ID,Suburban,Returning Buyer,New Season Edit,Adopted,False,0,0.0,0.36,0.082,3.61,0.0,0.23399999999999999
RUN-202504-AT-102365,RUN-202504,2025-04,2025-04-01,AT-102365,v1.0,0.09855136114612875,0.28124654643559355,0.023888001286894427,Performance Collection,0.28124654643559355,0.2573585451486991,12.056153585197036,0.99,False,48,201,74.26,9,0.17,0.614,0.319,0.786,0.586,0.462,58,False,Organic,Member,New,Midwest,OH,Urban,New Customer,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,12.056153585197036,0.0
RUN-202504-AT-100530,RUN-202504,2025-04,2025-04-01,AT-100530,v1.0,0.154181239658077,0.09757274539011639,0.02886098524389647,New Season Edit,0.154181239658077,0.12532025441418054,5.70550031364634,0.99,False,8,198,153.83,12,0.837,0.556,0.525,0.739,0.518,0.625,72,False,Paid Social,Member,Returning,Midwest,MN,Suburban,Returning Buyer,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,5.70550031364634,0.0
RUN-202504-AT-102117,RUN-202504,2025-04,2025-04-01,AT-102117,v1.0,0.14821271339837727,0.11120670132938987,0.03632338183857056,New Season Edit,0.14821271339837727,0.11188933155980671,5.055443647494646,0.99,False,87,162,100.76,4,0.748,0.335,0.686,0.578,0.356,0.761,59,False,Paid Social,Explorer,Returning,Pacific Northwest,ID,Urban,At-Risk,Re-Engagement,Modified,False,0,0.0,0.34,0.0567,2.4,2.655443647494646,0.22100000000000003
RUN-202504-AT-100257,RUN-202504,2025-04,2025-04-01,AT-100257,v1.0,0.05992157708070404,0.20685649237056236,0.03518121840042268,Performance Collection,0.20685649237056236,0.17167527397013968,7.909083260154761,0.99,False,82,64,122.0,11,0.539,0.38,0.286,0.328,0.455,0.59,25,False,Paid Social,Insider,Returning,Pacific Northwest,WA,Suburban,Returning Buyer,Suppression,Ignored,False,0,0.0,0.0,0.0,0.0,7.909083260154761,0.0
RUN-202504-AT-100852,RUN-202504,2025-04,2025-04-01,AT-100852,v1.0,0.05885770790490813,0.032164878847642436,0.03892301434416901,New Season Edit,0.05885770790490813,0.019934693560739118,0.6048391683397734,0.5397195069029015,False,45,232,288.49,4,0.439,0.257,0.17,0.471,0.739,0.403,68,False,Paid Social,Insider,Returning,Northeast,PA,Urban,At-Risk,New Season Edit,Adopted,False,0,0.0,0.36,0.0189,0.55,0.0,0.23399999999999999
RUN-202504-AT-101075,RUN-202504,2025-04,2025-04-01,AT-101075,v1.0,0.08658558845190377,0.19271497115705846,0.06461339561191122,Performance Collection,0.19271497115705846,0.12810157554514723,5.800116256385127,0.99,False,81,11,161.15,2,0.586,0.557,0.491,0.519,0.124,0.42,1,False,Organic,Member,Returning,Mountain West,MT,Suburban,Returning Buyer,New Season Edit,Modified,False,1,92.85,0.36,0.0325,1.21,4.590116256385127,0.0
RUN-202504-AT-101717,RUN-202504,2025-04,2025-04-01,AT-101717,v1.0,0.0768885870419931,0.1462362028545115,0.024299065545813032,Performance Collection,0.1462362028545115,0.12193713730869847,5.501757445741007,0.99,False,77,208,244.95,12,0.679,0.267,0.412,0.455,0.529,0.673,35,False,Paid Social,Explorer,New,Midwest,OH,Rural,New Customer,New Season Edit,Modified,False,0,0.0,0.36,0.046,1.87,3.631757445741007,0.23399999999999999
