customer_id,tenure_months,recency_days,historical_spend,purchase_frequency,digital_engagement,email_engagement,prior_campaign_response,category_affinity,performance_affinity,lifestyle_affinity,days_since_visit,followup_eligible,primary_channel,loyalty_tier,customer_type,region,state,market_type,segment
AT-101263,29,2,419.09,11,0.655,0.586,0.302,0.603,0.036,0.331,53,False,Organic,Insider,New,Southeast,FL,Suburban,New Customer
AT-101264,85,195,54.98,7,0.443,0.142,0.163,0.57,0.706,0.614,30,True,Organic,Member,Returning,Midwest,OH,Urban,At-Risk
AT-101265,88,222,132.63,4,0.35,0.378,0.21,0.665,0.624,0.702,42,False,Retail Partner,Member,Returning,Northeast,NJ,Urban,Lifestyle Affinity
AT-101266,22,116,744.35,13,0.476,0.19,0.211,0.515,0.23,0.541,6,True,Organic,Member,New,California,CA,Urban,New Customer
AT-101267,47,64,223.52,16,0.264,0.791,0.136,0.531,0.897,0.082,80,False,Direct,Member,New,Southeast,NC,Urban,New Customer
AT-101268,23,149,82.23,0,0.11,0.716,0.741,0.632,0.225,0.65,23,False,Organic,Member,Returning,Southwest,AZ,Urban,Returning Buyer
AT-101269,59,209,196.78,10,0.321,0.282,0.356,0.649,0.435,0.359,24,False,Direct,Member,Returning,Southwest,AZ,Suburban,At-Risk
AT-101270,28,141,370.56,12,0.691,0.615,0.691,0.954,0.456,0.325,23,False,Retail Partner,Member,Returning,Southeast,FL,Urban,High-Value
AT-101271,67,3,30.49,12,0.477,0.15,0.32,0.479,0.243,0.788,17,False,Direct,Insider,New,Mountain West,CO,Suburban,New Customer
AT-101272,94,47,205.08,3,0.524,0.304,0.629,0.701,0.545,0.487,37,False,Direct,Member,Returning,Mountain West,CO,Urban,Returning Buyer
AT-101273,83,24,139.67,2,0.661,0.67,0.059,0.802,0.162,0.667,24,False,Direct,Explorer,Returning,Midwest,IL,Urban,Lifestyle Affinity
AT-101274,18,99,57.43,9,0.721,0.082,0.076,0.844,0.329,0.296,52,False,Retail Partner,Explorer,Returning,California,CA,Suburban,Returning Buyer
AT-101275,13,108,191.97,11,0.425,0.395,0.336,0.668,0.132,0.138,67,False,Paid Social,Explorer,Returning,Mountain West,MT,Rural,Returning Buyer
AT-101276,78,128,164.76,5,0.574,0.447,0.403,0.613,0.849,0.17,11,False,Paid Social,Insider,Returning,California,CA,Urban,Performance Affinity
AT-101277,8,182,178.24,6,0.508,0.694,0.596,0.728,0.519,0.462,49,False,Organic,Member,Returning,Pacific Northwest,OR,Suburban,Returning Buyer
AT-101278,39,27,142.06,9,0.463,0.241,0.377,0.647,0.872,0.446,9,False,Direct,Explorer,Returning,Southeast,TN,Urban,Performance Affinity
AT-101279,95,226,88.68,8,0.539,0.882,0.339,0.21,0.687,0.455,65,False,Retail Partner,Insider,Returning,Midwest,OH,Urban,Performance Affinity
AT-101280,43,63,65.47,8,0.734,0.509,0.338,0.546,0.163,0.281,42,False,Direct,Explorer,New,Mountain West,UT,Suburban,New Customer
AT-101281,1,125,111.78,12,0.866,0.168,0.368,0.836,0.466,0.375,44,True,Direct,Explorer,Returning,Southwest,NV,Urban,At-Risk
AT-101282,93,51,330.79,17,0.808,0.029,0.084,0.773,0.71,0.831,29,False,Paid Social,Insider,Returning,Southwest,NV,Suburban,Performance Affinity
AT-101283,68,85,213.4,14,0.704,0.637,0.535,0.795,0.693,0.345,36,False,Direct,Member,Returning,Midwest,IL,Suburban,Performance Affinity
AT-101284,32,199,172.7,0,0.387,0.429,0.67,0.797,0.392,0.247,33,True,Direct,Insider,Returning,Southeast,FL,Urban,Returning Buyer
AT-101285,59,11,87.55,6,0.807,0.113,0.209,0.567,0.509,0.728,22,True,Retail Partner,Insider,Returning,Southeast,NC,Urban,Lifestyle Affinity
AT-101286,59,116,139.53,0,0.485,0.609,0.42,0.39,0.798,0.38,76,True,Organic,Founders,Returning,Mountain West,CO,Urban,Performance Affinity
AT-101287,53,140,303.69,15,0.919,0.324,0.203,0.378,0.376,0.532,72,False,Direct,Explorer,Returning,Mountain West,CO,Rural,At-Risk
AT-101288,92,137,258.1,11,0.586,0.621,0.367,0.727,0.854,0.347,26,False,Organic,Insider,Returning,Southwest,AZ,Suburban,Performance Affinity
AT-101289,75,91,129.8,3,0.706,0.221,0.479,0.42,0.932,0.373,31,False,Paid Social,Insider,New,Midwest,OH,Urban,New Customer
AT-101290,25,91,29.14,15,0.285,0.491,0.525,0.673,0.591,0.753,64,False,Direct,Explorer,Returning,Southwest,NM,Urban,Lifestyle Affinity
AT-101291,95,218,113.02,10,0.763,0.508,0.723,0.425,0.339,0.964,3,False,Direct,Founders,Returning,Midwest,IL,Suburban,Lifestyle Affinity
AT-101292,92,58,129.3,0,0.52,0.522,0.372,0.22,0.282,0.92,20,False,Paid Social,Member,Returning,Midwest,OH,Urban,Lifestyle Affinity
AT-101293,5,115,96.07,2,0.754,0.511,0.266,0.343,0.478,0.444,26,False,Paid Social,Insider,Returning,Mountain West,UT,Suburban,Returning Buyer
AT-101294,29,88,135.74,14,0.368,0.497,0.366,0.134,0.452,0.559,10,False,Retail Partner,Member,Returning,Mountain West,MT,Suburban,Returning Buyer
AT-101295,59,183,321.05,5,0.468,0.491,0.363,0.596,0.249,0.148,14,False,Organic,Member,Returning,Mountain West,CO,Suburban,Returning Buyer
AT-101296,84,193,176.6,9,0.729,0.278,0.316,0.348,0.392,0.894,49,False,Direct,Explorer,Returning,Pacific Northwest,ID,Urban,At-Risk
AT-101297,69,203,362.41,16,0.505,0.152,0.355,0.37,0.231,0.461,50,False,Paid Social,Insider,Returning,California,CA,Urban,High-Value
AT-101298,55,21,63.06,5,0.297,0.135,0.073,0.901,0.716,0.33,66,False,Paid Social,Member,New,Northeast,NY,Urban,New Customer
AT-101299,30,24,146.42,0,0.39,0.718,0.138,0.479,0.272,0.573,44,True,Direct,Explorer,New,Mountain West,UT,Suburban,New Customer
AT-101300,10,90,46.65,1,0.63,0.225,0.3,0.409,0.1,0.387,29,False,Paid Social,Explorer,New,California,CA,Rural,New Customer
AT-101301,85,106,134.48,16,0.749,0.211,0.215,0.39,0.537,0.062,43,False,Direct,Insider,Returning,Midwest,OH,Urban,Returning Buyer
AT-101302,51,16,87.19,10,0.708,0.981,0.748,0.838,0.162,0.492,85,False,Retail Partner,Explorer,Returning,Northeast,NY,Suburban,Returning Buyer
AT-101303,44,214,444.47,5,0.331,0.559,0.434,0.658,0.651,0.672,22,False,Retail Partner,Member,Returning,California,CA,Suburban,High-Value
AT-101304,94,215,241.48,1,0.766,0.777,0.537,0.583,0.394,0.28,78,False,Organic,Member,Returning,Northeast,MA,Urban,Returning Buyer
AT-101305,16,102,368.85,12,0.489,0.512,0.284,0.614,0.015,0.627,9,True,Retail Partner,Explorer,New,Southeast,GA,Urban,New Customer
AT-101306,25,184,134.22,0,0.252,0.085,0.396,0.739,0.403,0.367,64,True,Retail Partner,Member,Returning,Midwest,MN,Urban,At-Risk
AT-101307,82,136,88.78,1,0.777,0.046,0.519,0.683,0.275,0.278,10,False,Direct,Explorer,New,Midwest,OH,Suburban,New Customer
AT-101308,28,158,86.83,10,0.377,0.699,0.472,0.524,0.144,0.366,79,False,Organic,Founders,Returning,Pacific Northwest,WA,Suburban,Returning Buyer
AT-101309,90,209,218.29,11,0.81,0.175,0.293,0.43,0.672,0.526,31,False,Paid Social,Insider,Returning,Southeast,NC,Suburban,At-Risk
AT-101310,82,22,643.62,10,0.679,0.366,0.169,0.2,0.586,0.794,26,False,Direct,Explorer,Returning,Mountain West,MT,Rural,High-Value
AT-101311,10,56,241.93,16,0.833,0.418,0.277,0.655,0.868,0.425,56,False,Organic,Member,Returning,Southeast,GA,Suburban,Performance Affinity
AT-101312,44,103,139.44,4,0.701,0.651,0.182,0.429,0.297,0.782,43,False,Direct,Member,Returning,Midwest,MN,Rural,Lifestyle Affinity
AT-101313,72,214,158.83,9,0.802,0.456,0.431,0.879,0.067,0.713,1,False,Retail Partner,Founders,Returning,Pacific Northwest,WA,Suburban,Lifestyle Affinity
AT-101314,47,142,177.34,5,0.261,0.236,0.254,0.603,0.737,0.771,65,False,Organic,Member,Returning,Pacific Northwest,OR,Rural,At-Risk
AT-101315,21,95,748.93,6,0.662,0.269,0.631,0.849,0.573,0.157,0,False,Paid Social,Member,Returning,Midwest,IL,Rural,High-Value
AT-101316,5,7,429.89,2,0.817,0.103,0.653,0.469,0.408,0.795,72,True,Organic,Founders,Returning,Midwest,MI,Suburban,High-Value
AT-101317,1,142,217.45,14,0.238,0.827,0.393,0.506,0.314,0.485,11,False,Direct,Explorer,Returning,Pacific Northwest,WA,Rural,Returning Buyer
AT-101318,17,65,195.74,12,0.684,0.471,0.08,0.46,0.122,0.9,81,False,Retail Partner,Member,Returning,Northeast,PA,Rural,Lifestyle Affinity
AT-101319,25,79,223.53,12,0.283,0.071,0.712,0.918,0.856,0.925,45,False,Direct,Explorer,New,Northeast,NY,Suburban,New Customer
AT-101320,29,239,256.21,2,0.349,0.574,0.475,0.672,0.102,0.319,7,False,Direct,Member,Returning,Southwest,AZ,Suburban,Returning Buyer
AT-101321,82,126,135.74,2,0.772,0.361,0.831,0.351,0.363,0.734,29,False,Organic,Member,Returning,Southwest,AZ,Suburban,Lifestyle Affinity
AT-101322,49,34,100.4,14,0.736,0.866,0.096,0.663,0.377,0.347,22,False,Paid Social,Founders,Returning,Pacific Northwest,OR,Rural,Returning Buyer
AT-101323,14,12,373.36,11,0.604,0.654,0.349,0.601,0.681,0.296,39,False,Organic,Member,Returning,Northeast,NY,Suburban,High-Value
AT-101324,8,93,184.08,0,0.075,0.286,0.066,0.481,0.69,0.73,84,True,Direct,Explorer,Returning,Mountain West,CO,Rural,Performance Affinity
AT-101325,13,16,352.17,11,0.772,0.546,0.46,0.815,0.565,0.425,27,True,Organic,Insider,New,Southeast,NC,Suburban,New Customer
AT-101326,30,103,573.82,17,0.932,0.262,0.468,0.439,0.363,0.634,46,True,Direct,Insider,Returning,Mountain West,UT,Rural,High-Value
AT-101327,71,100,260.98,13,0.356,0.645,0.145,0.726,0.879,0.259,61,False,Direct,Member,Returning,Midwest,MN,Urban,Performance Affinity
AT-101328,5,211,232.99,4,0.273,0.541,0.573,0.629,0.527,0.48,72,False,Paid Social,Insider,Returning,California,CA,Suburban,Returning Buyer
AT-101329,39,81,1703.04,5,0.635,0.219,0.117,0.32,0.418,0.28,27,False,Direct,Explorer,Returning,California,CA,Suburban,High-Value
AT-101330,43,67,209.54,13,0.77,0.77,0.204,0.655,0.177,0.581,13,False,Organic,Member,Returning,Northeast,MA,Rural,Returning Buyer
AT-101331,15,148,84.49,7,0.479,0.376,0.661,0.93,0.87,0.687,18,True,Paid Social,Explorer,Returning,Southwest,NM,Rural,Performance Affinity
AT-101332,6,153,148.88,13,0.702,0.208,0.711,0.704,0.574,0.726,59,False,Paid Social,Explorer,Returning,Midwest,MI,Suburban,At-Risk
AT-101333,22,10,537.1,17,0.703,0.398,0.349,0.838,0.295,0.478,68,False,Direct,Founders,Returning,Southeast,FL,Suburban,High-Value
AT-101334,15,21,73.26,7,0.593,0.07,0.381,0.337,0.605,0.51,57,False,Organic,Insider,Returning,Southeast,TN,Urban,Returning Buyer
AT-101335,76,41,107.05,10,0.849,0.454,0.22,0.69,0.646,0.118,86,False,Direct,Explorer,New,Northeast,NY,Rural,New Customer
AT-101336,88,186,393.27,8,0.722,0.243,0.294,0.808,0.263,0.882,47,True,Retail Partner,Explorer,Returning,California,CA,Urban,High-Value
AT-101337,60,51,149.88,9,0.288,0.456,0.601,0.44,0.864,0.356,50,True,Direct,Founders,Returning,Midwest,IL,Suburban,Performance Affinity
AT-101338,73,238,167.81,1,0.728,0.237,0.833,0.536,0.869,0.752,4,False,Direct,Explorer,Returning,Southeast,FL,Suburban,At-Risk
AT-101339,73,106,384.28,17,0.529,0.58,0.238,0.795,0.504,0.852,5,False,Organic,Explorer,Returning,Mountain West,CO,Suburban,High-Value
AT-101340,84,224,109.75,9,0.253,0.192,0.362,0.469,0.862,0.103,87,False,Direct,Explorer,Returning,Pacific Northwest,ID,Urban,At-Risk
AT-101341,10,59,64.84,4,0.434,0.382,0.351,0.538,0.629,0.764,72,False,Direct,Explorer,Returning,Northeast,MA,Urban,Lifestyle Affinity
AT-101342,95,102,68.56,10,0.125,0.899,0.577,0.738,0.172,0.916,70,False,Direct,Explorer,Returning,Southwest,NM,Rural,Lifestyle Affinity
AT-101343,44,33,272.39,7,0.619,0.507,0.433,0.786,0.407,0.293,38,False,Paid Social,Founders,Returning,Midwest,OH,Suburban,Returning Buyer
AT-101344,52,203,217.32,14,0.625,0.317,0.682,0.391,0.359,0.616,8,False,Paid Social,Explorer,Returning,Southeast,GA,Urban,At-Risk
AT-101345,76,143,111.63,13,0.391,0.191,0.769,0.555,0.392,0.163,62,False,Paid Social,Member,Returning,Midwest,MN,Suburban,At-Risk
AT-101346,47,19,80.55,6,0.416,0.345,0.277,0.576,0.26,0.586,7,False,Paid Social,Insider,Returning,Southwest,NV,Urban,Returning Buyer
AT-101347,26,178,149.99,12,0.318,0.698,0.576,0.477,0.562,0.44,52,True,Organic,Member,Returning,Mountain West,UT,Rural,Returning Buyer
AT-101348,2,213,396.06,0,0.482,0.655,0.237,0.727,0.627,0.618,33,False,Retail Partner,Insider,Returning,Southwest,NM,Urban,High-Value
AT-101349,17,164,100.98,17,0.476,0.891,0.254,0.695,0.713,0.969,45,False,Paid Social,Member,New,Pacific Northwest,OR,Urban,New Customer
AT-101350,9,194,113.99,9,0.255,0.262,0.73,0.333,0.756,0.521,13,False,Retail Partner,Member,Returning,Northeast,MA,Urban,At-Risk
AT-101351,37,67,78.78,11,0.652,0.203,0.068,0.391,0.386,0.272,33,False,Paid Social,Member,Returning,Northeast,NJ,Suburban,Returning Buyer
AT-101352,74,104,140.16,11,0.205,0.596,0.091,0.244,0.236,0.679,34,False,Organic,Insider,Returning,California,CA,Suburban,Lifestyle Affinity
AT-101353,32,205,229.67,5,0.54,0.177,0.155,0.928,0.04,0.459,18,True,Organic,Insider,Returning,Mountain West,MT,Suburban,At-Risk
AT-101354,57,146,796.81,12,0.416,0.714,0.52,0.844,0.009,0.374,57,False,Organic,Insider,Returning,Southeast,FL,Suburban,High-Value
AT-101355,18,147,211.12,7,0.971,0.787,0.654,0.591,0.158,0.777,34,False,Direct,Explorer,Returning,Pacific Northwest,ID,Urban,Lifestyle Affinity
AT-101356,57,184,174.59,12,0.514,0.374,0.035,0.959,0.729,0.472,34,True,Organic,Member,Returning,Midwest,IL,Urban,Performance Affinity
AT-101357,91,147,331.64,1,0.024,0.391,0.182,0.624,0.714,0.608,14,False,Direct,Insider,Returning,Southwest,AZ,Urban,Performance Affinity
AT-101358,30,31,295.11,2,0.557,0.468,0.459,0.177,0.41,0.273,21,False,Direct,Explorer,Returning,Midwest,MN,Rural,Returning Buyer
AT-101359,46,51,120.98,16,0.298,0.511,0.146,0.761,0.103,0.886,60,False,Retail Partner,Insider,Returning,California,CA,Urban,Lifestyle Affinity
AT-101360,92,187,908.18,13,0.612,0.596,0.148,0.588,0.461,0.596,67,False,Paid Social,Explorer,New,Midwest,OH,Rural,New Customer
AT-101361,58,58,178.2,2,0.288,0.232,0.459,0.419,0.704,0.303,7,False,Paid Social,Explorer,New,Mountain West,UT,Urban,New Customer
AT-101362,38,160,213.89,3,0.323,0.705,0.454,0.791,0.195,0.854,23,False,Organic,Insider,Returning,Midwest,MN,Urban,Lifestyle Affinity
AT-101363,12,114,266.65,9,0.556,0.737,0.317,0.301,0.59,0.44,64,False,Paid Social,Explorer,Returning,Pacific Northwest,WA,Urban,Returning Buyer
AT-101364,90,149,230.93,0,0.831,0.379,0.273,0.694,0.303,0.323,19,False,Retail Partner,Member,Returning,Southwest,NM,Urban,Returning Buyer
AT-101365,58,57,527.3,7,0.232,0.506,0.507,0.283,0.247,0.727,71,False,Paid Social,Member,New,Midwest,MN,Suburban,New Customer
AT-101366,6,75,119.95,5,0.879,0.638,0.488,0.624,0.07,0.223,81,False,Paid Social,Insider,Returning,California,CA,Suburban,Returning Buyer
AT-101367,53,165,313.68,2,0.915,0.81,0.531,0.855,0.403,0.257,55,True,Organic,Member,Returning,California,CA,Urban,Returning Buyer
AT-101368,93,42,203.4,5,0.419,0.528,0.689,0.804,0.489,0.789,39,False,Organic,Member,Returning,California,CA,Suburban,Lifestyle Affinity
AT-101369,89,74,360.65,5,0.507,0.146,0.444,0.706,0.313,0.359,74,True,Paid Social,Insider,Returning,Mountain West,UT,Suburban,High-Value
AT-101370,19,239,155.95,1,0.641,0.909,0.361,0.253,0.675,0.343,62,False,Retail Partner,Member,Returning,Pacific Northwest,OR,Rural,Performance Affinity
AT-101371,40,37,141.84,11,0.198,0.329,0.402,0.86,0.903,0.326,30,False,Organic,Founders,Returning,Southeast,TN,Rural,Performance Affinity
AT-101372,94,139,302.61,4,0.644,0.246,0.158,0.372,0.48,0.337,87,False,Organic,Insider,Returning,Southwest,NV,Suburban,At-Risk
AT-101373,75,37,232.9,0,0.544,0.476,0.558,0.467,0.32,0.17,44,False,Organic,Member,Returning,Northeast,NY,Rural,Returning Buyer
AT-101374,54,170,102.08,0,0.855,0.497,0.838,0.43,0.827,0.777,38,False,Organic,Founders,Returning,Southeast,TN,Suburban,Performance Affinity
AT-101375,29,31,464.95,17,0.728,0.207,0.241,0.355,0.143,0.511,45,False,Retail Partner,Member,Returning,Pacific Northwest,OR,Suburban,High-Value
AT-101376,73,138,302.7,2,0.54,0.213,0.196,0.435,0.827,0.598,82,True,Paid Social,Explorer,Returning,Midwest,MN,Suburban,At-Risk
AT-101377,55,106,172.1,16,0.194,0.667,0.474,0.548,0.231,0.426,57,False,Organic,Explorer,New,Southeast,NC,Urban,New Customer
AT-101378,50,166,130.61,2,0.531,0.711,0.364,0.55,0.184,0.369,83,False,Organic,Member,Returning,Midwest,IL,Suburban,Returning Buyer
AT-101379,89,1,233.9,1,0.331,0.166,0.194,0.548,0.295,0.738,42,False,Organic,Explorer,Returning,Southwest,AZ,Rural,Lifestyle Affinity
AT-101380,36,124,287.82,9,0.537,0.127,0.812,0.484,0.402,0.398,35,False,Direct,Member,Returning,Southwest,NM,Urban,At-Risk
AT-101381,60,130,59.39,15,0.251,0.554,0.823,0.313,0.19,0.748,5,False,Paid Social,Member,Returning,Pacific Northwest,ID,Rural,Lifestyle Affinity
AT-101382,5,58,235.8,1,0.707,0.273,0.137,0.628,0.182,0.484,71,False,Retail Partner,Member,New,Midwest,MN,Rural,New Customer
AT-101383,68,72,286.23,5,0.563,0.188,0.554,0.652,0.529,0.846,46,False,Paid Social,Explorer,New,Southeast,FL,Urban,New Customer
AT-101384,52,169,34.93,13,0.843,0.55,0.585,0.748,0.955,0.543,38,False,Direct,Insider,Returning,Southeast,TN,Suburban,Performance Affinity
AT-101385,84,133,207.96,1,0.867,0.342,0.551,0.943,0.22,0.462,2,False,Paid Social,Member,Returning,Pacific Northwest,ID,Rural,At-Risk
AT-101386,32,139,294.78,3,0.411,0.282,0.176,0.916,0.39,0.314,51,False,Paid Social,Explorer,New,Northeast,MA,Rural,New Customer
AT-101387,88,224,272.22,5,0.24,0.401,0.583,0.75,0.328,0.632,39,False,Direct,Member,Returning,Mountain West,CO,Urban,Returning Buyer
AT-101388,55,97,317.89,14,0.458,0.466,0.573,0.302,0.518,0.793,44,False,Paid Social,Member,Returning,Southeast,NC,Urban,Lifestyle Affinity
AT-101389,20,208,144.13,14,0.38,0.353,0.155,0.789,0.313,0.977,2,False,Paid Social,Member,Returning,Pacific Northwest,ID,Suburban,Lifestyle Affinity
AT-101390,16,233,87.54,12,0.093,0.457,0.159,0.738,0.327,0.715,47,False,Retail Partner,Member,Returning,Southeast,TN,Urban,Lifestyle Affinity
AT-101391,19,138,51.43,11,0.281,0.64,0.348,0.764,0.415,0.441,43,True,Direct,Explorer,Returning,Northeast,NJ,Urban,Returning Buyer
AT-101392,29,51,389.38,0,0.072,0.868,0.538,0.668,0.227,0.684,73,False,Direct,Insider,Returning,Pacific Northwest,OR,Urban,High-Value
AT-101393,53,100,296.53,4,0.25,0.542,0.175,0.517,0.3,0.704,33,False,Organic,Member,New,Pacific Northwest,WA,Urban,New Customer
AT-101394,83,12,410.73,16,0.599,0.594,0.085,0.662,0.458,0.589,12,False,Direct,Explorer,Returning,Northeast,NY,Suburban,High-Value
AT-101395,95,167,109.11,12,0.694,0.48,0.197,0.767,0.559,0.529,45,False,Organic,Insider,Returning,California,CA,Suburban,Returning Buyer
AT-101396,65,66,318.2,4,0.704,0.652,0.692,0.705,0.219,0.924,57,False,Paid Social,Member,Returning,Midwest,OH,Suburban,Lifestyle Affinity
AT-101397,47,221,63.32,12,0.61,0.529,0.203,0.437,0.448,0.331,47,False,Direct,Member,Returning,Southeast,NC,Suburban,Returning Buyer
AT-101398,59,157,98.63,13,0.607,0.194,0.22,0.813,0.741,0.373,11,True,Organic,Member,Returning,Midwest,MN,Urban,At-Risk
AT-101399,32,118,197.98,13,0.758,0.795,0.26,0.657,0.747,0.616,71,True,Retail Partner,Member,Returning,Mountain West,UT,Urban,Performance Affinity
AT-101400,24,45,288.37,17,0.171,0.233,0.227,0.901,0.463,0.826,48,False,Paid Social,Member,Returning,Southwest,NV,Urban,Lifestyle Affinity
AT-101401,52,24,587.17,9,0.158,0.367,0.723,0.527,0.529,0.434,84,False,Organic,Explorer,New,Pacific Northwest,OR,Urban,New Customer
AT-101402,79,161,153.23,1,0.747,0.684,0.705,0.495,0.604,0.494,15,False,Paid Social,Explorer,Returning,Southeast,GA,Urban,Returning Buyer
AT-101403,7,184,98.89,14,0.159,0.775,0.133,0.748,0.563,0.653,22,True,Direct,Founders,Returning,Mountain West,MT,Urban,Lifestyle Affinity
AT-101404,11,64,95.39,0,0.584,0.461,0.108,0.625,0.864,0.451,2,False,Direct,Member,Returning,California,CA,Urban,Performance Affinity
AT-101405,17,3,112.0,11,0.511,0.433,0.014,0.469,0.167,0.93,82,False,Paid Social,Member,New,California,CA,Urban,New Customer
AT-101406,20,77,858.1,14,0.515,0.467,0.285,0.651,0.214,0.257,50,True,Organic,Explorer,Returning,Southeast,FL,Suburban,High-Value
AT-101407,15,183,307.91,2,0.346,0.259,0.466,0.897,0.362,0.49,33,True,Organic,Insider,Returning,Pacific Northwest,WA,Suburban,At-Risk
AT-101408,13,139,394.96,14,0.372,0.209,0.486,0.365,0.414,0.297,9,False,Direct,Explorer,Returning,Southeast,GA,Rural,High-Value
AT-101409,3,21,153.35,14,0.323,0.512,0.843,0.379,0.444,0.98,14,False,Retail Partner,Explorer,Returning,Northeast,MA,Suburban,Lifestyle Affinity
AT-101410,34,28,181.06,11,0.894,0.153,0.681,0.656,0.352,0.908,6,False,Direct,Explorer,Returning,Northeast,NJ,Suburban,Lifestyle Affinity
AT-101411,69,26,295.74,5,0.276,0.265,0.367,0.517,0.19,0.507,54,True,Paid Social,Insider,Returning,Southeast,GA,Urban,Returning Buyer
AT-101412,15,182,127.22,3,0.833,0.312,0.275,0.558,0.43,0.34,38,False,Organic,Member,Returning,Northeast,NY,Suburban,At-Risk
AT-101413,31,187,147.83,12,0.961,0.287,0.365,0.891,0.194,0.281,35,False,Paid Social,Explorer,Returning,Southeast,GA,Urban,At-Risk
AT-101414,93,98,113.04,2,0.53,0.683,0.225,0.349,0.315,0.486,67,False,Direct,Explorer,Returning,California,CA,Suburban,Returning Buyer
AT-101415,17,165,132.52,12,0.217,0.578,0.18,0.673,0.558,0.778,28,False,Direct,Member,Returning,Northeast,NY,Urban,Lifestyle Affinity
AT-101416,94,5,187.59,3,0.327,0.184,0.495,0.134,0.397,0.266,33,False,Paid Social,Member,Returning,Midwest,OH,Suburban,Returning Buyer
AT-101417,49,135,101.98,6,0.488,0.372,0.432,0.507,0.359,0.637,56,False,Paid Social,Member,Returning,Midwest,MN,Urban,Returning Buyer
AT-101418,69,66,221.45,9,0.739,0.416,0.289,0.365,0.305,0.436,53,False,Direct,Explorer,New,Southeast,TN,Suburban,New Customer
AT-101419,31,197,221.23,2,0.644,0.086,0.46,0.61,0.905,0.73,62,False,Organic,Insider,Returning,Southeast,FL,Rural,At-Risk
AT-101420,31,117,159.9,14,0.082,0.584,0.164,0.735,0.4,0.648,59,False,Organic,Founders,Returning,Northeast,PA,Suburban,Returning Buyer
AT-101421,38,204,101.57,12,0.519,0.641,0.309,0.378,0.559,0.708,40,False,Direct,Member,Returning,Southwest,AZ,Suburban,Lifestyle Affinity
AT-101422,13,135,195.09,0,0.392,0.615,0.292,0.491,0.196,0.148,32,False,Paid Social,Explorer,Returning,Southwest,AZ,Suburban,Returning Buyer
AT-101423,30,110,127.3,15,0.336,0.748,0.22,0.447,0.186,0.542,24,False,Direct,Member,Returning,Mountain West,UT,Urban,Returning Buyer
AT-101424,85,227,187.28,12,0.853,0.416,0.175,0.746,0.921,0.325,3,False,Paid Social,Explorer,Returning,Mountain West,CO,Suburban,Performance Affinity
AT-101425,1,239,390.99,15,0.682,0.169,0.373,0.764,0.321,0.406,70,False,Direct,Explorer,Returning,Mountain West,UT,Suburban,High-Value
AT-101426,55,109,75.41,10,0.266,0.482,0.405,0.459,0.382,0.735,53,False,Organic,Explorer,New,Pacific Northwest,OR,Urban,New Customer
AT-101427,66,86,830.01,11,0.681,0.333,0.449,0.816,0.067,0.606,58,False,Organic,Insider,Returning,Pacific Northwest,OR,Urban,High-Value
AT-101428,14,155,172.3,6,0.469,0.339,0.561,0.6,0.701,0.344,70,False,Organic,Member,Returning,Northeast,PA,Rural,At-Risk
AT-101429,11,41,241.84,4,0.822,0.225,0.154,0.524,0.339,0.479,56,False,Organic,Insider,Returning,Southwest,NV,Suburban,Returning Buyer
AT-101430,53,93,107.03,4,0.543,0.331,0.571,0.322,0.392,0.768,5,False,Retail Partner,Member,Returning,Southeast,TN,Suburban,Lifestyle Affinity
AT-101431,21,203,403.25,5,0.616,0.544,0.49,0.603,0.499,0.531,82,True,Organic,Member,Returning,Midwest,IL,Suburban,High-Value
AT-101432,93,215,166.01,5,0.264,0.69,0.168,0.553,0.695,0.712,4,False,Retail Partner,Explorer,Returning,Pacific Northwest,OR,Urban,Performance Affinity
AT-101433,19,100,137.57,13,0.776,0.359,0.565,0.943,0.766,0.497,89,False,Direct,Member,Returning,California,CA,Suburban,Performance Affinity
AT-101434,13,94,121.16,9,0.583,0.239,0.66,0.841,0.322,0.833,19,False,Organic,Explorer,Returning,California,CA,Urban,Lifestyle Affinity
AT-101435,32,210,150.21,7,0.376,0.786,0.241,0.799,0.973,0.135,4,False,Direct,Member,Returning,Southeast,TN,Suburban,Performance Affinity
AT-101436,32,49,242.95,13,0.574,0.187,0.476,0.752,0.545,0.356,83,False,Organic,Explorer,Returning,California,CA,Suburban,Returning Buyer
AT-101437,16,15,204.58,13,0.084,0.401,0.539,0.759,0.369,0.477,22,False,Paid Social,Member,Returning,Southwest,NV,Urban,Returning Buyer
AT-101438,64,18,176.28,16,0.578,0.38,0.549,0.384,0.629,0.759,59,False,Retail Partner,Member,Returning,Southeast,FL,Suburban,Lifestyle Affinity
AT-101439,33,27,110.17,5,0.754,0.178,0.676,0.673,0.217,0.715,72,False,Paid Social,Explorer,Returning,Southeast,TN,Urban,Lifestyle Affinity
AT-101440,51,211,105.8,4,0.557,0.881,0.629,0.693,0.282,0.387,34,False,Paid Social,Explorer,Returning,California,CA,Suburban,Returning Buyer
AT-101441,24,10,131.29,0,0.585,0.169,0.433,0.856,0.692,0.602,9,False,Direct,Founders,Returning,Pacific Northwest,ID,Suburban,Performance Affinity
AT-101442,10,80,250.18,2,0.586,0.46,0.772,0.483,0.263,0.596,24,True,Direct,Explorer,Returning,California,CA,Suburban,Returning Buyer
